,customer_id,annual_income,vehicle_make,vehicle_model,vehicle_year,loan_amount,initial_apr,current_apr,loan_term_months,autopay_enrolled,num_successful_payments,credit_score,loan_start_date,loan_end_date,loan_status,target
25185,CUST00025186,95052.41,GMC,Sierra 3500HD,2022,60735.05,5.81,8.52,24,True,19,712,2023-08-07,2025-07-27,Paid Off,0
25190,CUST00025191,55899.31,Buick,Enclave,2022,19462.76,14.29,13.92,24,True,15,416,2021-11-19,2023-11-09,Paid Off,0
25193,CUST00025194,113193.53,GMC,Sierra 3500HD,2022,63255.86,3.03,4.74,84,False,45,776,2025-09-05,2032-07-30,Paid Off,0
25198,CUST00025199,67595.64,Chevrolet,Silverado 1500,2025,23081.81,16.92,17.01,36,True,23,438,2023-07-09,2026-06-23,Paid Off,0
25199,CUST00025200,76778.32,Buick,Regal,2024,30048.91,11.98,13.03,72,True,33,619,2023-01-15,2028-12-14,Default,1
25202,CUST00025203,71036.2,Chevrolet,Equinox,2022,39203.21,15.55,17.09,84,True,17,441,2025-03-02,2032-01-25,Paid Off,0
25203,CUST00025204,112055.16,Cadillac,Escalade ESV,2023,68904.97,17.05,18.04,36,False,22,569,2024-05-08,2027-04-23,Paid Off,0
25219,CUST00025220,109711.16,GMC,Sierra 3500HD,2024,37030.92,17.5,19.37,24,True,14,567,2023-02-09,2025-01-29,Paid Off,0
25223,CUST00025224,111945.59,Cadillac,XT4,2023,88812.42,2.51,1.57,84,True,44,772,2022-06-25,2029-05-19,Default,1
25232,CUST00025233,85239.27,Cadillac,Lyriq,2022,59514.34,6.62,7.99,36,True,24,683,2022-10-22,2025-10-06,Paid Off,0
25243,CUST00025244,64449.77,Chevrolet,Camaro,2023,36955.94,7.96,8.78,84,True,34,684,2025-10-07,2032-08-31,Paid Off,0
25244,CUST00025245,42088.01,Buick,Encore GX,2022,19437.5,17.44,18.7,24,True,14,500,2023-08-29,2025-08-18,Paid Off,0
25249,CUST00025250,50915.35,Chevrolet,Malibu,2022,43562.1,7.22,6.96,24,True,21,739,2024-03-12,2026-03-02,Default,1
25254,CUST00025255,111109.41,Chevrolet,Silverado 3500HD,2025,81738.03,7.37,8.62,36,True,24,691,2023-05-05,2026-04-19,Paid Off,0
25262,CUST00025263,105710.16,GMC,Sierra 3500HD,2023,86914.81,4.44,4.4,24,True,19,850,2023-06-06,2025-05-26,Paid Off,0
25263,CUST00025264,58707.09,GMC,Sierra 2500HD,2025,23051.1,16.18,15.41,24,True,7,571,2023-06-10,2025-05-30,Paid Off,0
25264,CUST00025265,99108.8,GMC,Sierra 3500HD,2023,63803.09,5.83,6.6,72,True,42,731,2024-11-04,2030-10-04,Default,1
25266,CUST00025267,99519.14,Chevrolet,Suburban,2024,68148.34,6.66,6.82,72,True,40,740,2023-05-02,2029-03-31,Default,1
25267,CUST00025268,75144.26,GMC,Canyon,2022,33196.09,16.87,18.79,36,False,14,429,2022-11-20,2025-11-04,Paid Off,0
25274,CUST00025275,27309.67,Chevrolet,Colorado,2022,7662.71,15.02,16.45,24,False,8,494,2023-10-20,2025-10-09,Paid Off,0
25279,CUST00025280,35494.0,Chevrolet,Tahoe,2024,14081.73,16.24,17.08,24,True,9,486,2023-01-02,2024-12-22,Paid Off,0
25283,CUST00025284,54655.66,GMC,Acadia,2022,28227.11,12.03,11.39,84,False,38,607,2024-08-01,2031-06-26,Paid Off,0
25292,CUST00025293,107366.2,Cadillac,XT6,2024,57735.19,17.93,17.48,24,True,13,527,2023-01-30,2025-01-19,Paid Off,0
25293,CUST00025294,60983.5,Buick,Encore,2023,20588.61,18.23,20.14,72,False,25,581,2023-03-12,2029-02-08,Default,1
25298,CUST00025299,106192.23,Chevrolet,Trailblazer,2024,80327.17,7.31,8.04,48,True,32,685,2023-05-19,2027-04-28,Default,1
25309,CUST00025310,60009.86,GMC,Hummer EV,2025,36466.72,16.59,19.23,36,True,18,582,2021-12-13,2024-11-27,Paid Off,0
25310,CUST00025311,77272.18,Chevrolet,Blazer,2024,46172.66,13.07,15.17,60,True,36,610,2021-11-24,2026-10-29,Default,1
25312,CUST00025313,90910.08,Chevrolet,Blazer,2024,55346.84,3.65,6.48,24,False,20,801,2025-10-04,2027-09-24,Paid Off,0
25314,CUST00025315,87223.73,Cadillac,Lyriq,2024,68400.65,2.77,1.79,36,False,32,781,2024-12-15,2027-11-30,Paid Off,0
25316,CUST00025317,31140.62,Chevrolet,Trailblazer,2025,8976.91,17.26,17.69,60,False,23,488,2025-06-23,2030-05-28,Default,1
25330,CUST00025331,84355.01,GMC,Yukon XL,2023,60999.04,15.0,16.25,36,True,26,642,2022-02-21,2025-02-05,Paid Off,0
25345,CUST00025346,54156.15,GMC,Hummer EV,2022,43757.49,10.58,10.48,24,True,17,698,2023-11-07,2025-10-27,Paid Off,0
25347,CUST00025348,90331.29,Cadillac,Lyriq,2025,43336.73,15.77,15.65,36,False,23,559,2025-11-02,2028-10-17,Paid Off,0
25361,CUST00025362,37458.73,Chevrolet,Tahoe,2024,9974.17,17.96,19.65,24,False,11,380,2021-11-28,2023-11-18,Paid Off,0
25378,CUST00025379,33035.49,Chevrolet,Equinox,2024,11666.8,16.95,19.61,36,True,19,490,2025-09-08,2028-08-23,Default,1
25380,CUST00025381,94092.73,GMC,Yukon,2022,31200.25,15.21,17.24,48,True,30,576,2025-11-02,2029-10-12,Default,1
25392,CUST00025393,93753.65,GMC,Sierra 3500HD,2023,39567.27,15.17,14.35,24,False,8,506,2022-08-11,2024-07-31,Paid Off,0
25395,CUST00025396,61268.59,Chevrolet,Camaro,2022,32902.09,14.4,16.35,36,True,13,451,2025-04-16,2028-03-31,Default,1
25397,CUST00025398,95986.54,GMC,Canyon,2024,64318.86,2.76,5.35,48,True,44,838,2021-11-23,2025-11-02,Paid Off,0
25402,CUST00025403,99131.17,GMC,Yukon,2022,60209.45,10.29,9.87,36,True,31,688,2022-08-19,2025-08-03,Paid Off,0
25408,CUST00025409,60675.5,GMC,Sierra 3500HD,2023,31625.0,18.23,17.37,72,True,27,570,2024-01-23,2029-12-22,Default,1
25417,CUST00025418,105387.2,GMC,Canyon,2024,63678.48,10.01,10.85,72,False,36,623,2023-12-13,2029-11-11,Default,1
25423,CUST00025424,112619.82,Cadillac,XT6,2023,33855.18,16.73,18.46,72,True,26,531,2024-03-08,2030-02-05,Default,1
25437,CUST00025438,59165.32,Chevrolet,Blazer,2022,30316.88,14.09,14.01,72,True,26,479,2023-07-30,2029-06-28,Paid Off,0
25444,CUST00025445,85296.55,Chevrolet,Traverse,2025,63565.69,7.34,10.11,36,True,30,721,2022-08-13,2025-07-28,Paid Off,0
25447,CUST00025448,110744.88,Cadillac,CT5,2024,77621.69,4.2,4.63,24,True,20,847,2022-05-26,2024-05-15,Paid Off,0
25458,CUST00025459,92903.2,GMC,Sierra 1500,2022,54285.32,15.26,16.06,24,True,8,570,2022-08-20,2024-08-09,Paid Off,0
25467,CUST00025468,38399.59,Chevrolet,Silverado 1500,2022,13465.12,17.48,17.34,24,True,15,550,2023-10-27,2025-10-16,Paid Off,0
25482,CUST00025483,87918.19,Chevrolet,Silverado 2500HD,2022,74370.39,2.59,4.63,36,True,34,805,2022-03-10,2025-02-22,Paid Off,0
25492,CUST00025493,117598.24,Cadillac,XT6,2023,49158.02,15.31,16.97,60,False,28,595,2022-02-28,2027-02-02,Paid Off,0
25499,CUST00025500,40525.37,Buick,Regal,2025,15431.06,15.02,17.6,24,True,9,350,2022-11-25,2024-11-14,Paid Off,0
25505,CUST00025506,91674.5,Cadillac,XT6,2024,72152.18,4.16,4.98,24,False,21,846,2022-05-24,2024-05-13,Paid Off,0
25510,CUST00025511,81961.77,Cadillac,XT5,2024,85245.89,3.44,5.22,24,True,21,809,2023-09-24,2025-09-13,Paid Off,0
25512,CUST00025513,30751.66,Chevrolet,Corvette,2025,15096.78,12.57,13.36,36,False,27,635,2022-09-23,2025-09-07,Paid Off,0
25515,CUST00025516,73803.27,GMC,Yukon XL,2022,59070.19,6.82,8.0,72,False,37,683,2025-05-14,2031-04-13,Default,1
25516,CUST00025517,25187.24,Buick,Enclave,2024,13462.91,14.84,14.11,24,True,12,413,2025-09-04,2027-08-25,Default,1
25522,CUST00025523,60473.44,Chevrolet,Silverado 1500,2025,48636.4,4.75,5.84,36,True,34,710,2022-08-07,2025-07-22,Paid Off,0
25536,CUST00025537,103206.75,Cadillac,Lyriq,2023,60830.11,3.72,3.78,36,True,34,842,2025-06-18,2028-06-02,Default,1
25539,CUST00025540,85469.12,Cadillac,XT6,2022,17135.36,16.97,16.61,36,True,21,574,2024-05-07,2027-04-22,Paid Off,0
25541,CUST00025542,56901.33,Buick,Encore GX,2025,17408.53,12.55,15.22,48,True,41,645,2025-08-08,2029-07-18,Default,1
25561,CUST00025562,49661.83,Chevrolet,Camaro,2024,23082.55,17.93,20.04,36,False,22,594,2022-05-10,2025-04-24,Paid Off,0
25564,CUST00025565,31396.96,Buick,Envision,2025,10216.39,13.91,13.76,24,False,16,631,2023-09-16,2025-09-05,Paid Off,0
25567,CUST00025568,39434.1,Buick,Envision,2023,10656.97,17.17,17.39,36,False,24,457,2025-01-25,2028-01-10,Default,1
25569,CUST00025570,96451.25,Cadillac,Lyriq,2022,47416.65,7.48,7.67,36,True,33,722,2022-01-25,2025-01-09,Paid Off,0
25577,CUST00025578,47714.43,Chevrolet,Equinox,2024,22392.72,14.43,15.35,36,False,11,577,2023-03-01,2026-02-13,Default,1
25582,CUST00025583,56129.11,Chevrolet,Trax,2024,28327.5,17.05,17.59,36,False,11,455,2022-07-18,2025-07-02,Paid Off,0
25584,CUST00025585,110793.41,Cadillac,XT5,2023,66195.84,4.05,5.18,36,True,32,758,2022-10-31,2025-10-15,Paid Off,0
25590,CUST00025591,112165.04,Cadillac,XT4,2022,80292.95,4.81,5.47,84,True,39,791,2024-11-07,2031-10-02,Default,1
25596,CUST00025597,111587.48,Cadillac,XT5,2022,77638.83,2.84,2.21,24,True,23,821,2022-12-28,2024-12-17,Paid Off,0
25597,CUST00025598,27161.99,Chevrolet,Trailblazer,2025,13295.7,10.19,12.23,60,False,34,603,2022-05-04,2027-04-08,Default,1
25601,CUST00025602,47711.27,Chevrolet,Colorado,2024,16425.7,15.49,15.13,48,False,33,349,2023-02-26,2027-02-05,Paid Off,0
25605,CUST00025606,108801.68,GMC,Acadia,2025,70874.17,4.69,4.13,24,True,21,737,2022-02-18,2024-02-08,Paid Off,0
25611,CUST00025612,101138.77,Cadillac,Lyriq,2023,55051.08,6.5,6.37,24,True,20,709,2023-06-21,2025-06-10,Paid Off,0
25622,CUST00025623,72709.12,GMC,Terrain,2022,30905.63,14.74,14.76,24,True,8,584,2023-03-15,2025-03-04,Paid Off,0
25623,CUST00025624,73721.09,Chevrolet,Equinox,2024,38997.95,14.6,17.24,72,True,28,520,2022-02-03,2028-01-03,Default,1
25631,CUST00025632,65884.01,Buick,Regal,2025,25959.95,14.37,14.79,36,True,22,547,2022-06-06,2025-05-21,Paid Off,0
25632,CUST00025633,60005.55,Chevrolet,Silverado 1500,2025,60407.6,11.96,12.18,60,True,37,668,2024-11-17,2029-10-22,Paid Off,0
25645,CUST00025646,69312.96,Buick,Enclave,2025,23049.14,13.78,13.28,48,True,30,619,2025-02-20,2029-01-30,Paid Off,0
25654,CUST00025655,73992.21,Chevrolet,Colorado,2025,73322.21,7.52,7.37,36,True,32,685,2022-10-07,2025-09-21,Paid Off,0
25666,CUST00025667,85106.08,Chevrolet,Tahoe,2022,58836.75,3.12,5.22,36,True,34,798,2022-03-11,2025-02-23,Paid Off,0
25675,CUST00025676,50995.76,GMC,Hummer EV,2023,15944.22,16.93,18.66,60,False,17,565,2024-01-24,2028-12-28,Default,1
25677,CUST00025678,79474.61,Chevrolet,Silverado 2500HD,2025,21380.96,17.67,20.29,48,True,24,573,2024-06-12,2028-05-22,Paid Off,0
25686,CUST00025687,36911.63,Chevrolet,Camaro,2025,10098.9,15.53,17.58,24,True,10,355,2023-03-20,2025-03-09,Paid Off,0
25695,CUST00025696,30358.27,Chevrolet,Trailblazer,2025,17601.47,14.3,16.47,24,False,8,358,2022-02-04,2024-01-25,Paid Off,0
25701,CUST00025702,94593.68,Cadillac,CT5,2025,79022.91,4.31,3.82,24,True,22,789,2023-03-07,2025-02-24,Paid Off,0
25709,CUST00025710,104855.36,Cadillac,Escalade ESV,2022,62187.69,13.02,14.06,36,True,27,629,2022-02-21,2025-02-05,Paid Off,0
25710,CUST00025711,93383.73,GMC,Terrain,2022,59843.87,5.51,5.49,24,False,21,711,2023-08-24,2025-08-13,Paid Off,0
25711,CUST00025712,98505.29,Chevrolet,Silverado 2500HD,2024,48478.29,14.57,16.44,84,True,26,536,2022-09-18,2029-08-12,Paid Off,0
25714,CUST00025715,68183.73,GMC,Yukon XL,2024,45424.15,4.01,4.82,84,False,42,739,2023-06-20,2030-05-14,Paid Off,0
25716,CUST00025717,40711.52,Chevrolet,Traverse,2022,25357.06,18.32,21.27,24,False,15,334,2023-04-21,2025-04-10,Paid Off,0
25722,CUST00025723,113548.74,Chevrolet,Malibu,2022,69339.64,4.02,6.6,24,False,21,826,2022-01-28,2024-01-18,Paid Off,0
25728,CUST00025729,55744.4,Chevrolet,Colorado,2023,20796.51,16.4,16.41,24,True,15,548,2023-09-30,2025-09-19,Paid Off,0
25732,CUST00025733,79984.56,Buick,Enclave,2022,75170.16,4.86,5.33,84,True,39,700,2023-05-09,2030-04-02,Paid Off,0
25736,CUST00025737,54558.85,Chevrolet,Silverado 2500HD,2022,19049.06,18.4,20.37,24,False,14,440,2022-05-29,2024-05-18,Paid Off,0
25741,CUST00025742,71997.79,GMC,Sierra 1500,2022,44984.23,16.33,16.55,24,True,10,484,2023-05-24,2025-05-13,Paid Off,0
25746,CUST00025747,50108.7,Chevrolet,Colorado,2025,27194.72,17.3,16.54,48,True,21,449,2023-05-12,2027-04-21,Default,1
25751,CUST00025752,93829.23,Cadillac,CT4,2022,64643.96,3.05,4.75,36,True,33,784,2022-11-18,2025-11-02,Paid Off,0
25752,CUST00025753,33649.63,Chevrolet,Colorado,2023,8700.38,14.77,15.67,36,False,18,576,2022-07-13,2025-06-27,Paid Off,0
25774,CUST00025775,85450.84,Cadillac,Celestiq,2022,47812.07,4.29,3.82,48,False,43,727,2024-01-24,2028-01-03,Default,1
25776,CUST00025777,74668.94,Chevrolet,Equinox,2023,21501.04,16.07,18.54,48,False,31,514,2022-04-12,2026-03-22,Paid Off,0
25785,CUST00025786,42277.62,Chevrolet,Suburban,2024,21988.69,18.26,20.4,24,False,12,414,2022-10-11,2024-09-30,Paid Off,0
25794,CUST00025795,39407.03,Chevrolet,Trax,2024,15951.68,17.05,17.72,36,False,14,323,2024-01-23,2027-01-07,Default,1
25798,CUST00025799,49431.0,Chevrolet,Trax,2025,27436.9,17.4,17.18,24,True,7,503,2022-07-02,2024-06-21,Paid Off,0
25804,CUST00025805,49921.12,Buick,Envision,2024,30040.28,14.1,13.36,72,False,29,609,2023-11-26,2029-10-25,Default,1
25810,CUST00025811,34289.75,Chevrolet,Traverse,2025,18120.45,15.7,15.71,72,True,28,535,2022-05-28,2028-04-26,Default,1
25811,CUST00025812,86805.43,Cadillac,Escalade,2022,85450.28,7.67,10.04,24,True,21,656,2022-08-27,2024-08-16,Paid Off,0
25813,CUST00025814,81240.43,Cadillac,Escalade ESV,2022,49920.58,15.39,15.11,24,False,17,611,2022-01-06,2023-12-27,Paid Off,0
25821,CUST00025822,98704.81,Cadillac,CT4,2023,84029.42,3.62,4.45,24,True,22,828,2023-02-13,2025-02-02,Paid Off,0
25830,CUST00025831,30318.75,Chevrolet,Colorado,2024,18491.0,16.28,18.81,60,False,26,550,2024-05-06,2029-04-10,Paid Off,0
25841,CUST00025842,84892.12,Chevrolet,Corvette,2025,46361.56,17.83,17.76,84,True,17,597,2023-03-22,2030-02-13,Paid Off,0
25856,CUST00025857,33026.26,Chevrolet,Silverado 1500,2024,15726.52,18.06,19.28,48,True,22,489,2024-11-22,2028-11-01,Paid Off,0
25858,CUST00025859,88724.73,GMC,Hummer EV,2023,41358.61,8.62,9.21,24,True,19,658,2023-04-13,2025-04-02,Paid Off,0
25867,CUST00025868,72190.1,Chevrolet,Camaro,2025,24747.23,14.44,16.73,24,True,17,647,2022-10-26,2024-10-15,Paid Off,0
25868,CUST00025869,116274.79,Chevrolet,Silverado 1500,2024,59106.79,5.62,4.76,48,True,43,740,2023-02-22,2027-02-01,Paid Off,0
25879,CUST00025880,71622.9,GMC,Yukon,2024,27298.6,14.88,17.61,24,True,7,546,2022-08-28,2024-08-17,Paid Off,0
25886,CUST00025887,103474.55,GMC,Sierra 1500,2023,56493.34,6.32,7.4,24,True,23,702,2022-12-09,2024-11-28,Paid Off,0
25887,CUST00025888,98022.13,GMC,Acadia,2023,25212.29,16.17,17.4,36,False,13,517,2022-09-18,2025-09-02,Paid Off,0
25890,CUST00025891,30243.38,Chevrolet,Malibu,2025,17653.33,18.54,18.73,72,True,29,360,2022-10-05,2028-09-03,Default,1
25893,CUST00025894,30583.09,Chevrolet,Trailblazer,2024,15737.12,10.4,12.56,24,True,19,648,2023-06-25,2025-06-14,Paid Off,0
25898,CUST00025899,102028.9,GMC,Hummer EV,2024,78619.96,3.26,4.56,24,True,22,836,2022-10-21,2024-10-10,Paid Off,0
25902,CUST00025903,64960.87,GMC,Canyon,2023,51631.28,5.98,6.59,24,True,19,721,2022-05-27,2024-05-16,Paid Off,0
25906,CUST00025907,83482.84,Cadillac,CT5,2024,69920.25,4.74,5.27,24,False,21,824,2023-05-30,2025-05-19,Paid Off,0
25912,CUST00025913,116368.43,GMC,Sierra 1500,2022,88603.45,4.75,4.75,72,False,41,807,2023-03-05,2029-02-01,Paid Off,0
25913,CUST00025914,88671.29,Chevrolet,Suburban,2024,27178.3,14.29,14.84,84,False,25,534,2025-02-15,2032-01-10,Paid Off,0
25923,CUST00025924,68555.51,Chevrolet,Colorado,2022,60741.33,10.68,10.3,24,True,14,654,2022-07-02,2024-06-21,Paid Off,0
25955,CUST00025956,40427.2,Chevrolet,Malibu,2022,27820.34,13.53,12.86,24,False,16,618,2022-02-02,2024-01-23,Paid Off,0
25957,CUST00025958,95533.2,GMC,Terrain,2022,20559.48,16.89,17.7,24,True,16,595,2022-06-26,2024-06-15,Paid Off,0
25964,CUST00025965,43519.99,Chevrolet,Camaro,2023,18020.01,14.46,16.6,24,True,10,489,2023-06-01,2025-05-21,Paid Off,0
25968,CUST00025969,93939.98,GMC,Terrain,2024,72965.38,4.14,3.82,84,True,44,834,2023-11-01,2030-09-25,Default,1
25974,CUST00025975,38550.56,Chevrolet,Bolt EV,2023,18092.88,15.62,16.44,84,False,18,373,2022-12-27,2029-11-20,Paid Off,0
25981,CUST00025982,75921.07,Chevrolet,Malibu,2022,22783.28,16.11,16.77,24,True,7,599,2022-06-26,2024-06-15,Paid Off,0
25987,CUST00025988,73605.06,Buick,Regal,2023,23083.85,18.14,17.77,72,False,31,587,2022-06-19,2028-05-18,Default,1
25991,CUST00025992,50515.54,Buick,Encore,2023,37477.37,5.16,4.2,24,True,19,718,2023-09-22,2025-09-11,Paid Off,0
25992,CUST00025993,78343.37,Chevrolet,Traverse,2022,29401.93,7.25,8.65,48,True,38,672,2024-02-22,2028-02-01,Paid Off,0
25997,CUST00025998,99898.79,Cadillac,Celestiq,2023,76277.8,8.93,11.75,24,False,15,656,2022-08-06,2024-07-26,Paid Off,0
26002,CUST00026003,98765.4,Cadillac,Celestiq,2024,80985.08,3.29,4.12,36,True,30,833,2024-08-08,2027-07-24,Paid Off,0
26003,CUST00026004,95553.78,Chevrolet,Blazer,2023,25264.51,16.57,15.98,24,True,14,589,2022-07-16,2024-07-05,Paid Off,0
26015,CUST00026016,104353.66,Cadillac,XT4,2024,53911.97,17.61,20.08,24,True,9,578,2022-01-31,2024-01-21,Paid Off,0
26016,CUST00026017,105398.73,Cadillac,XT4,2023,33702.0,13.59,15.46,36,False,22,619,2024-09-09,2027-08-25,Paid Off,0
26018,CUST00026019,108830.88,GMC,Hummer EV,2023,60239.0,4.9,3.94,24,True,19,716,2022-02-03,2024-01-24,Paid Off,0
26023,CUST00026024,113533.36,GMC,Hummer EV,2022,80614.83,3.45,3.19,24,True,22,806,2022-04-20,2024-04-09,Paid Off,0
26025,CUST00026026,49357.52,Chevrolet,Traverse,2025,11799.64,18.25,21.03,24,False,9,412,2022-06-10,2024-05-30,Paid Off,0
26030,CUST00026031,101505.13,GMC,Hummer EV,2023,41758.59,14.98,14.56,24,False,8,519,2023-01-07,2024-12-27,Paid Off,0
26031,CUST00026032,106879.18,GMC,Sierra 3500HD,2023,60563.13,16.51,17.31,36,True,23,576,2022-03-27,2025-03-11,Paid Off,0
26032,CUST00026033,42862.55,Chevrolet,Trailblazer,2025,13267.72,18.48,19.5,48,False,21,424,2024-03-27,2028-03-06,Default,1
26037,CUST00026038,98709.91,Cadillac,XT4,2023,52237.13,17.82,18.58,36,False,15,532,2022-08-26,2025-08-10,Paid Off,0
26038,CUST00026039,68260.39,Chevrolet,Silverado 3500HD,2023,27959.22,16.23,19.14,24,True,15,584,2022-12-19,2024-12-08,Paid Off,0
26047,CUST00026048,117777.8,Cadillac,CT4,2025,83280.88,2.66,4.5,24,True,22,787,2021-12-17,2023-12-07,Paid Off,0
26057,CUST00026058,39462.56,Chevrolet,Camaro,2023,10084.15,18.01,20.08,24,False,14,395,2021-12-30,2023-12-20,Paid Off,0
26062,CUST00026063,110063.53,Cadillac,XT5,2022,76991.31,6.68,7.26,36,False,26,689,2022-02-15,2025-01-30,Paid Off,0
26064,CUST00026065,86599.25,Cadillac,Escalade ESV,2023,20194.83,14.64,15.51,60,False,22,510,2024-05-19,2029-04-23,Paid Off,0
26067,CUST00026068,79829.4,Chevrolet,Corvette,2022,31211.21,12.59,15.08,24,True,17,604,2024-03-27,2026-03-17,Paid Off,0
26087,CUST00026088,28037.04,Chevrolet,Colorado,2022,15865.14,14.48,13.67,24,False,13,560,2023-03-26,2025-03-15,Paid Off,0
26088,CUST00026089,62073.85,Chevrolet,Tahoe,2025,32237.66,11.23,11.02,84,False,32,614,2025-08-08,2032-07-02,Paid Off,0
26101,CUST00026102,66867.48,Chevrolet,Impala,2025,65189.09,5.74,6.78,36,False,34,712,2022-09-21,2025-09-05,Paid Off,0
26113,CUST00026114,74967.24,GMC,Terrain,2022,60242.28,14.86,14.4,36,False,28,632,2022-10-05,2025-09-19,Paid Off,0
26124,CUST00026125,79168.46,Chevrolet,Silverado 2500HD,2024,61349.12,6.65,7.67,24,True,23,701,2024-10-07,2026-09-27,Default,1
26129,CUST00026130,77940.86,Chevrolet,Blazer,2022,27937.13,8.49,10.59,84,False,33,697,2023-06-25,2030-05-19,Paid Off,0
26142,CUST00026143,84451.79,Chevrolet,Suburban,2025,35885.46,11.02,11.84,60,True,40,617,2025-05-02,2030-04-06,Paid Off,0
26156,CUST00026157,31814.02,Buick,Enclave,2022,16934.88,14.83,17.51,72,True,28,475,2023-11-20,2029-10-19,Default,1
26164,CUST00026165,56855.57,Chevrolet,Traverse,2024,26717.49,16.94,18.66,36,False,19,417,2022-04-14,2025-03-29,Paid Off,0
26171,CUST00026172,67769.64,GMC,Acadia,2025,22988.63,12.04,12.26,36,False,27,646,2022-02-18,2025-02-02,Paid Off,0
26174,CUST00026175,63088.91,GMC,Acadia,2023,29075.21,10.18,11.21,60,False,32,658,2024-12-01,2029-11-05,Paid Off,0
26182,CUST00026183,109321.87,Cadillac,Escalade,2025,53900.15,15.05,16.13,24,True,12,509,2022-10-04,2024-09-23,Paid Off,0
26183,CUST00026184,114756.71,Chevrolet,Traverse,2025,88807.53,6.92,6.76,84,True,31,699,2023-03-21,2030-02-12,Default,1
26186,CUST00026187,65861.61,Buick,Regal,2025,36448.49,7.46,7.23,36,True,31,710,2025-01-02,2027-12-18,Paid Off,0
26200,CUST00026201,72474.36,GMC,Yukon XL,2024,33248.31,14.8,15.46,24,True,15,561,2022-06-15,2024-06-04,Paid Off,0
26207,CUST00026208,40451.83,Chevrolet,Equinox,2023,22551.45,15.66,18.58,36,False,22,570,2022-01-02,2024-12-17,Paid Off,0
26208,CUST00026209,77613.62,Chevrolet,Tahoe,2023,34462.23,18.69,19.61,48,False,17,514,2025-06-19,2029-05-29,Default,1
26209,CUST00026210,32584.46,Chevrolet,Camaro,2025,15918.71,15.24,16.63,24,False,11,579,2023-09-02,2025-08-22,Paid Off,0
26212,CUST00026213,104587.53,Cadillac,CT5,2023,34714.15,18.28,17.28,24,True,10,593,2023-04-04,2025-03-24,Paid Off,0
26214,CUST00026215,72530.68,Chevrolet,Corvette,2022,48297.58,5.59,6.52,36,True,33,715,2022-09-18,2025-09-02,Paid Off,0
26218,CUST00026219,32919.15,Chevrolet,Camaro,2025,18151.17,15.96,17.72,36,True,11,563,2021-12-14,2024-11-28,Paid Off,0
26231,CUST00026232,38066.15,Buick,Envision,2024,24300.72,18.45,18.64,24,False,15,450,2023-10-03,2025-09-22,Paid Off,0
26232,CUST00026233,101263.48,Cadillac,XT5,2024,83340.5,2.57,2.23,24,True,21,850,2023-09-18,2025-09-07,Paid Off,0
26234,CUST00026235,42121.48,Chevrolet,Blazer,2024,25049.75,18.47,21.15,60,True,29,537,2023-04-17,2028-03-21,Default,1
26242,CUST00026243,94212.82,Cadillac,Escalade ESV,2025,36144.37,17.7,19.41,24,True,8,528,2023-11-22,2025-11-11,Default,1
26243,CUST00026244,104054.32,Cadillac,XT4,2022,77690.67,4.12,6.61,24,False,21,796,2022-01-19,2024-01-09,Paid Off,0
26244,CUST00026245,105906.84,GMC,Yukon,2022,58080.61,16.61,18.43,36,True,21,585,2021-12-01,2024-11-15,Paid Off,0
26252,CUST00026253,96401.02,Chevrolet,Blazer,2023,67705.72,6.51,7.04,48,True,41,693,2023-12-11,2027-11-20,Default,1
26257,CUST00026258,51285.51,GMC,Sierra 3500HD,2025,20353.45,16.68,18.08,36,True,19,594,2022-01-20,2025-01-04,Paid Off,0
26266,CUST00026267,53438.14,Chevrolet,Silverado 2500HD,2024,11625.83,15.54,18.25,24,True,8,558,2022-03-20,2024-03-09,Paid Off,0
26270,CUST00026271,58836.59,Chevrolet,Corvette,2025,34109.95,17.27,19.37,24,True,8,493,2021-11-16,2023-11-06,Paid Off,0
26271,CUST00026272,80779.22,Cadillac,XT4,2023,64520.31,3.21,6.03,36,True,34,844,2022-01-17,2025-01-01,Paid Off,0
26280,CUST00026281,47320.17,Buick,Encore GX,2022,21569.39,18.5,18.86,24,False,15,545,2022-09-04,2024-08-24,Paid Off,0
26285,CUST00026286,28697.03,Chevrolet,Impala,2022,17513.23,13.43,15.45,36,False,23,604,2022-06-20,2025-06-04,Paid Off,0
26287,CUST00026288,51571.31,Chevrolet,Tahoe,2025,16878.83,15.11,15.94,24,False,13,477,2022-01-04,2023-12-25,Paid Off,0
26290,CUST00026291,113314.01,Cadillac,Escalade ESV,2025,65014.29,4.96,6.41,60,True,41,845,2024-01-08,2028-12-12,Default,1
26294,CUST00026295,105910.59,Chevrolet,Malibu,2023,58200.76,16.38,17.6,84,True,24,548,2023-06-29,2030-05-23,Default,1
