annual_income,loan_amount,loan_term_months,credit_score,target
81099.43,23620.07,36,516,0
71133.82,55244.97,36,602,0
26922.07,9777.85,36,556,0
88220.23,85004.46,36,653,0
93336.86,51701.43,24,731,0
103426.34,86822.73,84,659,0
100795.68,22796.47,24,596,0
109353.32,64751.71,48,524,1
41352.94,21003.88,24,629,0
82992.69,69208.93,48,657,0
33982.83,9823.36,60,416,1
32017.47,17139.51,84,504,1
109800.2,65103.05,24,807,0
118338.06,62726.52,84,566,1
119076.48,46173.77,48,674,1
50834.8,20556.23,24,584,0
83141.4,72082.58,24,612,0
106409.97,78887.42,36,760,0
119766.52,88582.45,36,829,0
82335.56,52923.9,36,693,1
106521.82,62350.03,36,520,0
69794.07,40400.97,48,495,0
110181.35,87042.61,48,769,0
95278.48,79961.36,36,767,0
61615.72,58811.47,72,678,0
32195.19,16457.19,36,468,0
77714.33,24518.85,84,486,1
112782.76,23447.23,72,594,1
83795.99,54056.69,24,846,0
74944.88,16676.78,72,444,1
48728.54,38958.89,24,603,0
54726.26,15814.86,60,599,1
26034.24,12618.29,24,645,0
59275.35,21557.69,24,406,0
76498.0,37225.73,72,526,0
45649.59,9869.68,24,393,0
110682.33,29105.72,24,585,0
87580.59,46416.82,48,575,1
105144.56,67622.16,24,782,0
52557.58,20405.42,60,481,1
69856.84,61945.4,24,659,0
59153.88,20217.07,48,434,0
89883.55,25914.98,24,559,0
68861.38,38860.51,24,646,0
53829.33,75574.33,24,711,0
84395.08,18829.96,36,543,0
77156.19,37626.47,60,456,0
95441.52,43943.44,84,724,0
111827.53,52765.36,84,565,0
59138.01,13929.53,36,596,1
86464.1,54740.83,24,631,0
106056.37,47188.3,24,548,0
116059.41,78652.2,84,703,0
88088.03,27400.29,24,647,0
117956.83,40707.41,24,633,0
89151.65,89991.3,24,731,0
103485.61,40771.93,36,556,0
105947.46,35876.16,24,526,0
77511.04,33842.98,36,501,0
85055.45,43622.7,48,590,1
64564.3,20512.92,24,483,0
46532.72,17475.05,48,564,1
69319.51,15942.89,72,505,1
52902.36,33494.39,36,677,0
106571.57,54868.44,48,700,1
62552.52,48242.24,36,611,1
111296.91,59633.35,72,593,1
91824.22,55806.03,36,594,0
99674.69,41277.26,24,502,0
83383.55,63329.71,24,764,0
26491.98,7125.48,36,545,0
73161.94,85212.77,60,718,0
112439.17,50979.96,36,561,0
56195.23,32184.36,24,652,0
92143.08,37948.66,36,507,0
35839.43,13919.69,24,424,0
116647.49,68980.31,24,739,0
98463.24,48205.15,48,625,1
80556.37,35135.97,36,547,0
36820.62,20804.76,36,569,0
62675.35,13158.01,72,532,1
81686.01,53709.23,48,769,0
66780.0,20790.64,84,406,0
27664.99,16030.8,84,466,0
95572.35,73901.6,60,819,0
30979.92,13425.15,24,639,0
104375.69,25927.89,24,523,0
79400.81,26627.64,24,411,0
106055.94,61452.89,84,832,0
62919.2,30883.45,24,512,0
76174.26,59045.95,24,600,0
44342.77,8797.12,36,580,1
36270.86,9779.22,24,365,0
80235.64,62273.17,60,798,1
76648.15,23985.45,84,571,1
59325.35,13620.47,36,425,0
95121.45,56696.59,36,842,0
92696.87,63845.13,24,794,0
63219.54,31886.55,24,553,0
39187.57,14013.8,60,480,1
80837.97,71617.65,24,788,0
62294.71,69530.14,48,734,0
105463.08,46199.25,36,690,0
71645.64,16330.69,24,563,0
76971.69,29771.92,84,604,1
53726.99,14921.74,24,430,0
114003.94,51935.7,36,658,0
66214.1,69832.75,24,685,0
95454.96,60402.88,60,714,1
47773.62,16178.16,36,609,1
36748.79,10552.19,24,304,0
82763.77,17206.52,24,540,0
103390.33,71016.56,36,606,0
63477.98,23306.32,84,545,0
116143.4,44756.8,24,697,0
43516.82,19514.05,24,430,0
68055.8,52350.62,36,632,1
46239.63,22599.64,60,358,1
36679.66,15378.25,24,478,0
67433.69,45552.6,24,616,0
37134.28,16670.76,60,459,0
27963.56,14415.92,48,318,1
79224.83,55213.97,24,672,0
60362.94,35231.39,36,692,0
29060.48,10466.0,84,309,1
81753.68,64031.31,36,683,0
88630.55,89975.0,84,659,1
75277.27,28342.19,24,635,0
28913.55,9765.55,72,461,1
62715.43,22623.3,24,599,0
57669.92,34038.65,36,558,0
80106.87,85338.48,24,707,0
77421.83,52872.84,36,627,0
30271.42,16221.71,24,335,0
105845.82,42816.45,48,565,0
103278.8,61405.16,36,677,0
54261.86,20456.36,36,624,0
72733.9,53040.27,24,600,0
77046.76,43158.04,36,400,0
52202.18,25335.74,36,530,0
98783.49,89493.52,36,746,0
38466.37,14213.72,36,428,0
25246.61,10411.71,72,407,0
95931.69,30149.07,24,624,0
32412.06,16549.0,24,339,0
101599.88,24560.92,24,583,0
53954.63,20539.0,48,426,0
55298.66,14751.41,60,576,1
75641.53,58007.5,24,685,0
108567.09,89648.95,48,746,1
87058.83,37628.24,24,561,0
107696.61,69287.14,24,764,0
32267.84,17082.66,24,411,0
83824.3,72211.24,36,703,1
34112.74,18955.78,36,476,0
50306.83,12143.24,36,593,0
88257.09,74998.49,24,785,0
62648.41,25883.97,36,504,1
73414.27,42294.47,24,420,0
31522.27,17148.08,36,635,0
104328.76,44475.74,84,591,1
75517.6,19513.23,48,405,1
113520.19,68268.34,72,743,1
71446.23,20263.72,36,472,0
65282.8,32333.79,48,735,0
87098.44,81432.71,24,718,0
85519.98,61529.84,60,653,0
90988.92,54611.07,48,842,1
51187.23,22921.45,36,744,0
79281.12,27053.1,36,439,0
42173.37,15512.17,48,540,0
48293.94,18031.68,84,442,1
38768.03,11464.82,84,396,1
83441.3,28011.93,36,546,0
29089.87,9164.34,60,427,0
106353.59,61769.22,48,720,0
94571.58,49506.61,60,736,0
65501.45,23494.31,36,624,0
109486.38,28268.38,60,555,1
119181.9,88012.9,24,667,0
109961.14,66115.3,36,569,0
38812.44,18186.22,24,635,0
42516.1,25793.09,24,466,0
27282.05,15711.36,48,371,1
98307.57,63643.01,24,740,0
68165.68,23738.42,48,618,0
47927.04,28148.85,24,319,0
35007.38,7285.56,24,419,0
39864.63,11959.37,84,498,0
49703.03,18225.63,72,444,1
89167.08,30559.6,24,599,0
29721.73,10044.03,24,542,0
111839.97,74927.6,84,834,0
62983.77,13599.37,24,585,0
75226.34,38955.48,60,490,0
53714.65,26141.09,24,474,0
90750.36,69966.08,24,639,0
115154.72,56110.15,84,599,0
66150.58,27551.39,36,528,0
58960.84,25800.77,36,539,0
110053.98,69057.08,24,814,0
96341.47,62525.25,24,658,0
45398.14,12457.5,36,315,0
92121.57,41638.1,72,676,1
97706.42,57889.96,84,828,0
25633.52,8154.61,24,415,0
64165.15,70927.79,60,708,1
26956.88,7582.03,24,384,1
97566.95,43006.14,72,580,1
103619.68,66757.99,24,833,0
84354.07,35366.34,36,579,0
49172.97,14474.07,60,627,0
25418.84,14148.87,24,549,0
87093.55,51202.59,24,665,0
66117.96,44711.59,24,682,0
82453.3,46511.57,24,803,0
68997.02,26726.99,24,556,0
111383.8,81748.86,72,736,0
87051.5,75215.79,36,658,0
110755.1,80445.85,24,689,0
26441.88,14928.87,24,608,0
47588.17,31518.41,84,609,1
70590.93,27091.63,48,582,0
88820.61,51330.94,24,511,0
95632.98,21004.04,24,522,0
54259.62,20268.25,24,478,0
74812.65,61229.17,36,718,0
83788.06,28666.25,24,596,0
113208.97,43289.33,24,660,0
40418.31,11335.79,72,584,0
52086.55,31758.48,84,692,1
44308.72,17657.83,48,600,1
30225.65,16757.26,60,624,1
110437.3,71381.63,24,687,0
106525.54,72527.18,36,637,0
80979.95,65427.77,24,762,0
37752.2,20208.78,36,424,0
55029.7,14261.25,24,426,0
42355.14,19013.78,36,351,0
28722.28,10369.45,72,580,0
88438.5,60581.23,48,833,0
35467.46,22496.52,36,514,1
88883.34,49506.84,24,814,0
36169.93,16267.03,60,485,1
65363.87,40861.64,24,694,0
83620.12,30917.52,24,546,0
62703.18,12514.51,24,400,0
64828.64,23201.72,36,484,0
26705.71,11287.03,36,541,0
90274.6,19570.0,72,534,1
102745.64,69327.54,24,721,0
78879.85,15779.95,24,587,0
29978.72,13398.89,24,379,1
25554.18,14559.38,36,547,0
50884.64,53349.64,24,730,0
42934.27,15705.67,48,309,0
65241.29,25307.55,24,430,0
60626.04,39163.32,24,656,0
96450.28,58132.91,48,777,1
90928.7,66430.74,24,790,0
106019.61,32926.08,60,513,0
84773.14,60326.04,48,716,1
80224.05,37370.94,48,667,0
109210.96,44872.11,24,511,0
95774.54,29834.82,24,562,0
107534.35,70029.94,24,728,0
90706.57,87168.75,24,823,0
61896.98,20978.89,24,538,0
51087.28,14612.92,24,565,0
114469.85,84170.47,72,640,0
42661.67,24104.8,24,426,0
118144.42,77654.81,24,814,0
114987.17,68170.59,36,838,0
66553.4,40885.01,36,635,1
109122.72,47724.7,36,553,0
29906.76,13600.84,36,505,0
60594.39,30142.97,48,679,0
40068.09,16234.45,24,429,0
42422.81,15115.44,36,392,0
101294.51,57067.49,48,748,1
52868.07,14542.38,48,447,1
32604.3,23038.62,72,606,1
114634.27,53870.53,60,725,0
27236.4,11885.02,72,399,1
26875.09,15098.48,84,384,1
79608.61,75298.72,60,729,1
29240.97,11249.42,24,538,0
82933.36,57128.63,24,797,0
68018.81,50546.2,36,615,0
88515.65,42684.9,24,581,0
89322.85,56064.68,60,764,0
79631.0,21414.9,24,489,0
44592.11,38861.17,84,638,0
79272.45,45481.53,60,598,0
118784.98,62962.5,24,596,0
49590.33,14959.1,36,606,0
103483.42,44209.78,24,569,0
108716.63,46715.54,24,578,0
54319.19,11030.17,84,463,1
34769.47,19540.93,24,332,0
44944.98,22372.64,48,487,0
59438.74,23050.39,60,514,1
106576.09,41944.79,24,601,1
78364.07,34546.78,24,597,1
101629.77,75528.52,24,749,0
28130.1,16765.84,36,342,0
100707.37,80408.44,24,766,0
79555.77,38689.36,36,526,0
84480.03,33799.61,60,619,0
46544.35,25660.8,24,366,0
58460.54,27428.25,24,553,0
47092.47,25968.6,36,618,0
53327.4,11661.55,36,555,0
61632.19,13968.07,60,508,0
76809.91,40076.93,84,500,1
60428.26,29491.57,36,535,0
25895.83,12234.19,36,640,0
80531.04,86074.11,84,721,0
49766.02,15973.33,36,471,0
109080.56,84423.84,24,805,0
116874.21,81754.95,24,600,0
39256.63,29558.03,24,644,0
57068.39,28904.01,72,664,1
31635.53,6947.44,84,430,1
39347.43,15166.85,24,642,0
43166.13,16684.12,24,424,0
67711.59,27074.36,60,501,0
118679.92,50786.09,36,628,0
70963.27,24431.09,24,499,0
119243.74,79959.32,60,772,1
54430.55,25380.6,24,679,0
60895.88,33369.19,60,674,0
74741.53,44908.69,24,525,0
87308.7,70874.0,60,778,1
72643.62,55080.26,24,613,0
31072.36,11702.67,24,316,0
86490.52,58362.45,24,622,0
34870.7,17094.92,60,306,1
63521.71,14244.35,36,520,0
84959.05,79191.97,24,766,0
86593.4,31660.06,24,500,0
87755.83,71860.04,24,706,0
55456.03,37056.59,84,707,0
25488.28,15131.1,24,300,0
115779.27,60288.43,24,693,1
26038.75,14244.84,24,525,0
25019.92,14781.34,24,333,0
79064.77,38457.78,36,579,0
74667.04,41235.04,24,571,0
43359.8,17503.63,24,464,0
89795.57,25223.96,84,641,0
94747.19,34011.48,24,582,0
100772.95,44637.79,36,661,0
70956.57,34328.43,24,575,0
83912.41,85036.31,24,708,0
52701.09,37458.33,36,648,0
45112.89,15714.77,60,415,1
114450.4,67713.17,36,843,0
96346.1,86621.62,36,849,0
108557.91,38490.25,36,567,0
100386.89,60812.1,48,690,0
32594.4,7257.12,36,431,0
39193.02,9224.08,60,448,1
88558.21,79570.76,84,711,0
56086.61,27674.41,24,646,0
94490.51,78153.36,24,761,0
47241.78,14712.61,24,451,0
74258.83,36540.98,24,548,0
56606.9,31375.38,24,730,0
116267.07,49131.15,36,627,0
48624.21,26354.47,36,325,0
25846.39,13956.25,72,367,1
26775.14,8523.9,24,389,0
34426.61,7782.06,24,554,0
81058.67,56047.05,36,841,0
42154.29,13901.98,48,507,1
89735.85,51582.0,36,679,1
43582.52,19836.67,36,581,0
36810.5,12041.98,24,391,0
113950.12,39968.49,24,502,0
119339.36,62774.81,24,516,0
63030.8,31291.28,24,456,0
85020.26,17529.64,24,568,0
80453.13,44318.27,36,654,0
35473.28,17163.22,24,416,0
58345.52,46194.11,36,609,0
36042.63,29631.22,72,648,1
69614.61,34712.54,24,611,0
93425.28,78360.45,24,771,0
67567.67,28604.55,48,456,1
46736.55,16574.95,24,337,0
46300.38,14517.3,72,361,1
45249.99,25006.32,24,378,0
105522.24,39046.52,24,511,0
57034.09,29072.77,24,569,0
27840.55,15946.89,60,479,0
35265.42,19876.04,60,496,0
84108.44,46330.09,24,808,0
73727.31,38194.56,36,409,1
83219.88,50537.38,36,693,0
115442.3,75560.56,24,622,0
70981.78,25890.04,24,478,0
95756.6,77863.62,24,692,0
62314.74,34510.3,24,611,0
50291.86,13718.37,24,481,0
102679.45,77109.29,48,835,0
35794.62,15196.56,36,536,1
45891.84,20942.76,48,305,0
39391.14,16511.53,24,397,0
85253.03,70284.85,72,805,1
105643.56,87925.43,84,653,0
89012.61,44711.12,72,658,0
83107.56,27603.05,60,521,1
97115.57,60949.74,24,683,0
32125.53,15356.04,48,423,1
28004.81,12486.66,84,435,1
91082.66,87352.76,24,850,0
49044.15,24991.75,24,376,0
36133.94,13566.81,24,618,0
51262.78,19260.3,72,668,0
52869.9,46700.9,24,676,0
105654.18,88899.74,48,749,1
34214.45,9863.51,36,576,0
114319.59,84830.17,36,627,0
92939.24,29236.7,36,603,0
107410.61,58582.89,72,562,0
100529.92,23042.18,24,568,0
118492.46,80850.91,24,843,0
54297.81,18503.72,24,427,0
111747.63,54733.04,24,735,0
37700.67,16239.82,24,547,0
56693.39,21649.27,24,433,0
29519.13,9370.58,36,485,0
117986.43,54316.95,60,611,1
100718.91,64616.12,48,682,0
26553.13,13237.18,48,579,1
119940.28,56579.63,24,671,0
76899.56,41353.52,36,446,0
111334.06,48695.99,36,562,1
64926.84,81791.1,72,710,0
67350.93,40230.13,48,625,0
60582.04,23161.83,72,569,0
88209.52,47678.17,24,664,0
115206.2,78448.52,24,728,0
25110.24,14640.84,24,354,0
65042.01,27280.84,36,557,0
86968.16,83505.47,24,826,1
100508.49,59086.5,60,535,1
106646.74,21613.44,24,537,0
105821.2,58794.68,36,596,0
59755.66,24538.76,36,604,0
59753.81,23160.84,24,647,0
97542.63,60336.15,24,802,0
109147.35,58318.01,24,603,0
38226.84,10893.91,24,498,0
66115.56,23643.6,24,579,0
68940.85,37364.89,24,443,0
70907.9,19082.33,84,437,0
90324.19,71204.89,24,823,0
92184.23,67798.13,60,801,1
50719.57,18421.81,72,582,0
115773.94,89728.46,48,728,1
29651.5,19932.66,24,624,0
38321.08,18860.73,84,504,1
63568.01,23830.97,60,557,1
53090.16,11930.68,24,402,0
83989.82,73326.15,24,841,0
62521.0,35472.53,24,661,1
79489.29,38083.53,48,541,1
76921.32,17412.43,36,541,0
63990.0,34896.58,84,716,1
118002.85,78048.38,72,773,1
116060.7,63388.96,24,660,0
107390.5,40720.02,24,509,0
89731.16,87978.44,24,699,0
80036.96,39379.82,24,594,0
94323.85,56445.87,36,522,0
103823.24,87186.54,36,763,0
54029.51,19489.52,72,629,0
65555.1,13869.25,84,454,1
119075.61,89065.17,24,835,0
98141.53,85950.15,72,652,0
89833.24,34246.34,36,613,0
103184.37,68033.82,24,843,0
101143.41,79650.55,24,789,0
90851.2,75248.81,60,823,0
75163.79,30943.31,24,561,0
28123.86,15145.67,72,371,1
89328.19,40768.3,60,594,1
28547.17,12483.7,60,396,1
38597.31,20453.24,60,327,0
71052.31,21568.93,60,411,1
72460.72,20215.36,24,425,0
104935.35,59332.17,24,514,0
58212.59,38242.84,60,728,0
40966.93,25578.9,24,646,0
111883.84,53663.12,48,664,0
111205.99,51416.51,24,727,0
117985.75,51273.34,36,643,0
98969.46,27133.38,36,513,0
41017.94,10699.06,36,450,0
31183.05,10695.22,36,596,0
108011.08,53552.83,24,540,0
115954.99,88712.09,24,801,0
103917.22,78367.45,36,600,0
100918.02,82914.98,36,848,0
83740.02,83618.43,72,815,1
44225.15,10156.5,24,410,1
60371.68,19969.24,72,450,1
53754.7,24239.6,36,462,0
31845.11,18572.7,24,612,0
32765.85,15496.54,36,502,0
49048.44,29844.49,24,638,0
63461.71,36235.08,72,420,0
82460.23,41442.87,36,583,0
105975.14,57510.45,24,656,0
113213.67,83558.45,72,676,0
99984.47,60422.67,24,597,0
108428.86,77795.1,36,741,0
50310.64,21928.27,24,617,0
48877.56,22106.92,36,430,0
38152.55,10855.36,24,506,0
47791.32,23553.52,36,488,0
86300.07,41038.99,24,725,0
47811.13,21656.42,36,478,1
112357.87,71028.73,24,745,0
102745.71,64047.87,72,764,0
62777.03,23959.84,48,639,1
115269.17,65333.82,24,561,0
108867.36,27573.95,48,540,0
28388.36,15784.08,72,361,1
101977.07,59185.24,72,651,1
114076.1,79517.76,24,645,1
27869.77,6024.75,24,565,0
106856.13,87652.53,24,657,0
96326.81,38567.42,24,584,0
99519.51,63642.87,24,765,0
82895.37,80591.97,36,714,0
41261.09,34277.01,36,629,1
100646.26,51957.88,24,726,0
102332.2,36403.19,48,534,0
47527.07,17060.66,84,333,1
86936.15,54123.69,36,734,0
103522.39,24374.28,60,547,1
108795.6,48054.43,24,547,0
86673.13,30571.03,72,576,0
85655.0,43428.16,60,575,0
30836.64,17757.15,36,453,0
29719.81,12655.18,24,610,0
41597.54,10587.5,24,326,0
44076.47,23577.56,60,409,1
83919.41,44680.29,36,641,0
28743.65,10853.55,60,413,0
32498.18,11102.61,72,533,1
53104.02,24182.11,24,740,0
76602.39,37996.15,24,740,0
119698.79,64529.52,60,675,0
73788.49,33853.8,60,623,0
61648.35,16659.34,24,505,0
73096.34,37434.86,60,585,0
41843.0,9079.37,48,572,1
34115.08,14445.29,60,588,1
106052.27,39950.57,24,591,0
87598.65,33225.71,84,508,1
40944.08,16902.39,84,491,0
113869.94,78881.92,36,651,0
93456.67,58870.52,48,676,0
64773.67,32493.77,48,505,1
64052.98,18925.52,24,402,0
112790.67,72391.63,36,761,0
109858.62,68058.67,36,733,1
71559.38,30931.35,24,579,1
83584.12,57018.56,36,826,0
62635.36,34698.48,24,486,0
55843.71,41839.72,36,665,0
93571.39,83955.87,36,650,0
61934.26,31225.33,36,629,0
25578.97,7300.45,84,586,1
82601.85,22852.88,24,583,1
29021.83,19006.94,36,602,0
82256.77,69511.82,72,670,1
45808.85,20570.86,24,373,0
28574.07,8928.01,24,440,0
25516.68,9408.47,84,455,1
79208.5,39495.8,36,563,0
83518.73,43129.04,36,579,0
65309.9,65858.26,60,739,0
69211.9,26112.51,36,520,0
58947.16,71476.43,48,725,1
53250.33,36139.03,36,656,0
100385.31,76583.8,36,841,0
103859.47,63833.35,24,743,0
70708.45,24672.54,60,613,1
54935.87,21247.07,24,553,0
106675.48,84088.45,48,802,1
26825.2,6607.71,36,450,0
65149.16,70379.84,24,660,0
72052.34,37581.1,36,403,0
28963.09,16717.59,72,536,0
58915.15,57530.19,36,728,1
58757.12,26172.83,24,600,0
118952.43,55324.54,24,739,1
33733.57,17518.06,24,590,0
76315.83,38685.06,72,674,1
30882.53,15145.17,24,551,0
114376.55,65511.91,24,785,0
89325.16,43996.07,36,671,0
90887.55,53440.74,72,837,0
67218.9,50991.9,84,706,0
39112.21,14072.16,60,617,0
48339.04,20421.2,24,539,0
56609.56,32673.74,24,699,0
78006.87,24412.84,36,528,0
39045.83,8814.9,24,528,0
94369.02,50573.08,24,513,0
103590.41,76842.38,24,704,0
73098.38,52629.86,36,628,0
67779.9,38803.84,84,539,1
40883.2,19476.02,72,530,0
82394.15,25331.22,72,633,0
83889.04,88684.48,36,741,1
89146.54,26911.97,24,550,0
115983.74,63735.38,24,740,0
103532.41,78909.1,24,791,0
90376.95,47519.98,24,548,0
64453.52,66226.82,48,732,0
67150.28,30525.75,48,622,0
84494.06,41730.34,84,615,0
89727.42,68337.75,36,602,1
62115.02,17373.28,48,484,1
54001.35,30129.17,24,747,0
76525.41,50876.55,72,646,1
60699.49,28899.82,24,523,0
56211.95,39626.36,72,747,0
77026.8,18003.19,48,581,0
100295.93,56756.83,24,656,0
112915.78,85286.5,36,665,0
58578.77,54751.1,24,724,0
101235.13,38966.17,72,571,0
37699.39,20404.57,24,609,0
80207.93,22837.61,84,553,1
83934.29,39367.66,36,677,0
115063.66,86421.08,24,767,0
76130.19,42412.43,36,483,1
60790.8,28318.7,48,463,1
82613.65,56327.62,24,645,1
46999.86,14005.35,36,571,0
87707.7,60484.5,36,843,0
98585.7,78070.8,24,803,0
53926.13,24913.21,36,607,0
37962.82,27669.79,24,623,1
34080.5,17752.84,72,353,0
52681.04,17636.12,24,493,0
38319.91,18675.62,24,486,0
105533.9,69782.63,24,643,0
49995.36,18696.07,84,598,1
38259.78,13489.85,36,450,0
65499.9,33920.54,24,590,0
87142.74,47247.78,24,827,0
63818.6,13784.61,24,568,0
36252.35,9694.59,36,459,0
85011.72,63799.61,24,758,0
88418.57,41949.79,60,548,0
72423.21,52694.44,36,668,0
40109.26,22538.64,24,470,0
89227.88,43483.71,36,566,0
35805.87,10948.04,84,364,1
79934.57,78186.24,24,652,0
87473.31,86030.76,24,818,0
47113.36,9693.94,24,434,0
27140.46,14260.97,36,361,0
98106.49,64706.45,24,645,0
119042.08,74125.54,24,783,0
83153.58,46003.49,84,599,1
112074.84,72070.47,72,666,1
42704.36,22714.97,36,490,0
115952.32,62642.51,36,535,0
98205.54,49257.05,24,710,0
60621.83,44169.72,24,696,1
34834.47,28269.63,36,617,1
35770.35,9224.63,36,347,0
42264.61,10428.84,36,323,0
27252.7,14596.38,24,582,0
62281.72,27163.53,60,645,0
100577.14,69383.58,36,779,0
108885.12,29712.48,24,561,0
88422.25,87513.48,84,785,0
100728.68,57304.65,48,749,0
53609.52,33117.95,72,635,1
70518.74,29391.67,24,465,0
57416.55,40191.84,36,631,1
53099.69,23074.47,24,558,0
106678.56,89895.59,24,794,0
79346.57,21240.81,24,545,0
63880.96,37544.29,36,749,0
113756.78,67909.02,36,549,0
36498.94,10842.49,84,473,1
39309.05,19914.33,36,340,0
42873.19,18780.58,24,361,0
54316.78,41010.23,84,705,1
109120.09,65674.69,36,583,0
109336.94,83827.52,48,720,1
82045.42,49973.44,24,656,0
108167.14,76096.18,36,718,0
30823.13,15179.9,24,579,0
114419.86,72277.76,84,759,1
111262.82,74205.8,36,830,0
58735.68,39693.01,36,651,1
26663.06,18490.31,24,638,0
63583.69,45117.14,36,696,0
40094.85,10088.9,48,497,1
106475.41,84217.6,24,710,0
39445.62,23453.27,48,609,0
48118.12,21276.68,72,457,1
102282.39,49803.29,36,697,0
100983.33,30625.13,72,607,1
36109.36,11787.93,48,467,0
43206.01,15682.57,24,336,0
47015.6,23647.04,24,414,0
25296.32,19413.74,24,641,0
61960.25,42347.58,36,631,1
57142.57,53298.21,24,744,0
64228.58,36036.06,36,690,0
98549.36,66922.38,48,812,0
52726.07,32507.63,84,428,0
27467.23,6989.18,36,488,0
72373.83,49083.0,60,650,1
55740.18,20972.95,36,501,0
41325.9,14037.48,48,642,0
104170.62,62235.25,36,710,1
102668.58,72022.2,24,837,0
36048.22,15704.67,36,361,0
44248.27,24008.46,24,375,0
54595.49,17367.01,36,566,0
29105.51,11215.15,36,352,0
57201.17,19233.38,24,587,0
26021.89,8027.47,24,441,0
116672.92,89067.14,36,833,0
119065.93,63179.69,24,578,0
96986.16,78931.83,24,824,0
108768.01,55293.32,24,727,0
87366.26,75059.62,36,732,0
52411.27,22827.39,84,439,0
119551.78,77023.43,24,692,0
60081.65,25282.44,24,683,0
74088.14,42191.02,24,550,0
51336.48,24478.46,84,589,0
37075.93,13019.9,24,587,0
42898.97,22163.41,24,347,0
85819.45,24535.14,24,554,0
106811.38,87320.8,24,744,1
48992.74,23766.86,48,335,0
33478.04,17804.37,24,449,0
37331.72,19181.58,36,300,0
111998.13,62225.01,24,769,1
83374.35,55367.38,36,665,0
78908.03,53399.43,36,707,0
52396.98,50451.99,36,668,0
62184.75,35415.67,48,426,1
79015.55,29005.86,24,592,0
39225.08,15479.96,36,303,0
110834.81,22868.03,36,538,1
112941.99,69208.84,84,538,0
47065.31,11882.99,24,310,0
41926.26,14868.37,36,360,0
86678.97,24126.66,24,554,0
49843.51,28165.05,84,599,0
116583.16,81681.04,36,680,0
36190.31,16146.51,36,633,0
90764.13,32338.9,24,635,0
66429.3,36219.78,24,446,0
101275.25,44350.62,36,616,0
108497.14,46186.99,72,655,0
89549.83,76746.27,24,780,0
84685.63,48918.78,84,843,1
108952.57,70481.51,48,841,0
106307.3,54529.99,36,587,1
59782.97,39773.13,24,647,0
91459.41,31310.52,24,634,0
71732.46,71428.47,72,690,0
49410.14,13411.7,24,573,0
28412.4,14713.31,24,383,0
33744.84,17822.88,24,543,0
66272.76,58064.16,48,730,1
89335.85,58566.93,84,606,0
60416.48,12692.31,72,592,1
59878.46,29774.77,36,518,0
100520.74,71178.07,36,809,0
86392.89,80722.93,36,798,0
115575.35,69245.18,24,721,0
62827.72,21829.25,24,568,0
64974.51,24593.31,36,583,0
58977.92,33863.39,24,510,0
72060.47,39535.82,60,709,0
110097.97,87712.92,72,725,1
115245.25,88174.39,36,762,1
